LivePageEnterMessage	Say Something	输入讯息	輸入訊息					
LivePageSeePackageButton	See Package	查看配套	查看配套					
LivePageExitBroadcastButton	Exit Broadcast	离开直播	離開直播					
LivePageEndVideo	End Video	结束视频	結束視頻					
LivePageAbout	About the Blessing	关于祈福	關於祈福					
LivePageCreateLink	Create link	创建链接	創建鏈接					
LivePageSharedAlbum	Shared album	分享相簿	分享相簿					
LivePageDirect	Direct	转发	轉發					
LivePageViewBlessingPackages	View Blessing Packages	浏览祈福配套	瀏覽祈福配套					
								
LiveInfoEnded	Live session has ended	直播已结束	直播已結束					
LiveInfoThankyou	Thank you for watching	谢谢观看	謝謝觀看					
								
AddProductInfoPageChooseColor	Choose color	选择颜色	選擇顔色					
AddProductInfoPageChooseTypeofLocket	Choose type of locket	选择小盒类型	選擇小盒類型					
								
NotificationUndo	Undo	撤销	撤銷					
NotificationItemDeleted	Item deleted	已删除货品	已刪除貨品					
NotificationAddedtoBag	Added to Bag	加入购物车	加入購物車					
								
CommonSendButton	Send	发送	發送					
CommonAddtoBag	Add to Bag	加入购物车	加入購物車					
CommonBag	Bag	购物车	購物車					
CommonEvents	Events	活动	活動					
CommonBlessingnEvents	Blessing / Events	祈福/活动	祈福/活動					
CommonTravel	Travel	旅行	旅行					
CommonItems	Items	货品	貨品					
CommonDonation	Donation	布施	佈施					
CommonComplete	Complete	已完成	已完成					
CommonEdit	Edit	编辑	編輯					
CommonDefault	Default	默认	默認					
CommonDateofBirth	Date of Birth(dd/mm/yy)	出生日期	出生日期					
CommonTimeofBirth	Time of Birth	出生时间	出生時間					
CommonDone	Done	完成	完成					
CommonMyBazi	My Bazi	我的八字	我的八字					
CommonSave	Save	储存	儲存					
CommonAllAbove	All above	以上全部	以上全部					
CommonSeeDetails	See details	查看具体信息	查看具體信息					
CommonAll	All	全部	全部					
CommonSeeAll	See all	阅读全部	閲讀全部					
CommonShop	Shop	商城	商城					
CommonServices	Services	服务	服务					
CommonTrending	Trending	热搜中	熱搜中					
CommonCategory	Category	品项分类	品項分類					
CommonPriceRange	Price range	价钱范围	價錢範圍					
CommonReset	Reset	重设	重設					
CommonApply	Apply	申请	申請					
CommonReadMore	Read more	阅读更多	閲讀更多					
CommonHere	Here	这里	這裡					
CommonLearnMore	Learn more	查阅更多	查阅更多					
CommonSize	Size	尺寸	尺寸					
CommonColor	Color	颜色	顏色					
CommonType	Type	类型	類型					
CommonShippingFee	Shipping Fee	运费	運費					
CommonDiscount	Discount	折扣	折扣					
CommonCheckout	Checkout	结账	結賬					
CommonSubtotal	Subtotal	小结	小結					
CommonNext	Next	下一步	下一步					
CommonPayNow	Pay Now	现在付款	現在付款					
CommonTotal	Total	总额	總額					
CommonGetHelp	Get Help	协助	協助					
CommonSubmit	Submit	递交	遞交					
CommonEmailAddress	Email address	电邮	電郵					
LoginPhoneNumber	Phone number *	电话号码 *	電話號碼 *					
CommonPassword	Set a log in password *	设置登入密码 *	設置登入密碼 *					
CommonRe_password	Re-type password	再度输入密码	再度輸入密碼					
CommonCountryCode	Country code *	国家代码 *	國家代碼 *					
CommonFullName	Full name	我的订单	我的訂單					
CommonMyOrders	My Orders	我的订单	我的訂單					
CommonTransactionHistory	Transaction History	交易记录	交易記錄					
CommonAppointments	Appointments	预约	預約					
CommonAddress	Address	地址	地址					
CommonPaymentsandPayouts	Payments and payouts	付费和款项	付費和款項					
CommonInbox	Inbox	私讯信箱	私訊信箱					
CommonMySaved	My Saved	我的储存项目	我的儲存項目					
CommonPersonalInformation	Personal Information	个人资料	個人資料					
CommonAccountSettings	Account Settings	帐号设定	帳號設定					
CommonLive	Live	直播	直播					
CommonShare	Share	分享	分享					
CommonConfirmation	Confirmation	确认	確認					
CommonCancel	Cancel	取消	取消					
ChangeLanguage	Change Language	切换语言	切換語言					
EmptyBag	Your bag is empty	您的包是空的	您的包是空的					
EmptyInbox	Your inbox is empty	您的收件箱為空	您的收件箱爲空					
AddToBagSuccessMsg01	Added	已添加	已添加					
AddToBagSuccessMsg02	item(s) to cart	样物品進入購物車	樣物品進入購物車					
AddToBagFailMsg	Error! Must choose a variant	请先选择款式	請先選擇款式					
EmptyVariantMsg	No available variant	暂无款式可选	暫無款式可選					
ShippingInformation	Shipping Information	船运	船運					
CommonFirstName	First Name	名字	名字					
CommonLastName	Last Name	姓	姓					
CommonPhoneNumber	Phone Number	电话号码	電話號碼					
CommonCityName	City Name	城市	城市					
CommonZipCode	Zip Code	邮政编码	郵政編碼					
CommonContinue	Continue	下一步	下一步					
CheckoutPaySuccess	Your payment is succesfull. An order is created	付款成功，您的订单已下	付款成功，您的訂單已下					
CheckoutPayFail	Your payment is failed	付款失败	付款失敗					
CommonOk	Ok	好的	好的					
CommonBack	Back	上一步	上一步					
CommonShipping	Shipping	船运	船運					
CommonPayment	Pay	付款	付款					
CommonQuantity	Quantity	数量	數量					
CommonPaymentStatus	Payment Status	通知	通知					
CommonLogout	Log Out	登出	登出					
CommonSearch	Search	搜索	搜索					
SearchFor	Search for..	搜索..	搜索..					
OrderUnpaid	Unpaid	未付款	未付款					
OrderProcessing	Processing	待运中	待運中					
OrderCompleted	Completed	已收货	已收貨					
MLTVIntro	Fascinating programs featuring cultural & intriguing episodes	引人入胜的节目，并以文化和有趣的情节为特色	 引人入勝的節目，並以文化和有趣的情節為特色					
EventListingLiveDescription	Devotion made easy. Virtually particpate in ritual & festives.	线上参加文化仪式以及传统节日，让供奉与祈福变得供简易	線上參加文化儀式以及傳統節日，讓供奉與祈福變得供簡易"					
EventListingUpcomingDescription	Devotion made easy. Virtually particpate in ritual & festives.	线上参加文化仪式以及传统节日，让供奉与祈福变得供简易	 線上參加文化儀式以及傳統節日，讓供奉與祈福變得供簡易					
EventListingPastDescription	Devotion made easy. Virtually particpate in ritual & festives.	线上参加文化仪式以及传统节日，让供奉与祈福变得供简易	 線上參加文化儀式以及傳統節日，讓供奉與祈福變得供簡易					
CommonAccount	Account	账号	賬號					
AboutMingLi360	About MingLi360	关于 命理360	關於 命理360					
TermsAndCondition	Terms and condition	条规与协议	條規與協議					
Default	Default	已选	已選					
PreferredLanguage	Your preferred \nlanguage	您的语言	您的語言					
CommonAccountInformation	Account Information	账号信息	賬號信息					
TrendingItems	Trending Items	热搜商品	熱搜商品					
HappeningNow	Happening Now	正在进行	正在進行					
